equipment_id,equipment_type,facility_id,facility,county,week_start,counter_reported_hours,register_reported_hours,discrepancy_pct,is_labeled_discrepancy_case,scenario_rationale
ME-00018,Hemodialysis,11411.0,Hola District Hospital,Tana River,2026-03-23,0.0,0.0,0.0,False,
ME-00018,Hemodialysis,11411.0,Hola District Hospital,Tana River,2026-03-30,11.34,12.34,-0.0882,False,
ME-00019,Ultrasound,18761.0,Spa Nursing Home,Kiambu,2025-12-29,0.59,0.0,1.0,False,
ME-00019,Ultrasound,18761.0,Spa Nursing Home,Kiambu,2026-01-05,2.51,1.31,0.4781,False,
ME-00019,Ultrasound,18761.0,Spa Nursing Home,Kiambu,2026-01-12,1.18,1.04,0.1186,False,
ME-00019,Ultrasound,18761.0,Spa Nursing Home,Kiambu,2026-01-19,1.25,0.65,0.48,False,
ME-00019,Ultrasound,18761.0,Spa Nursing Home,Kiambu,2026-01-26,1.23,0.23,0.813,False,
ME-00019,Ultrasound,18761.0,Spa Nursing Home,Kiambu,2026-02-02,0.0,1.56,0.0,False,
ME-00019,Ultrasound,18761.0,Spa Nursing Home,Kiambu,2026-02-09,9.09,7.9,0.1309,False,
ME-00019,Ultrasound,18761.0,Spa Nursing Home,Kiambu,2026-02-16,6.79,6.22,0.0839,False,
ME-00019,Ultrasound,18761.0,Spa Nursing Home,Kiambu,2026-02-23,0.0,0.95,0.0,False,
ME-00019,Ultrasound,18761.0,Spa Nursing Home,Kiambu,2026-03-02,7.32,5.62,0.2322,False,
ME-00019,Ultrasound,18761.0,Spa Nursing Home,Kiambu,2026-03-09,8.87,10.05,-0.133,False,
ME-00019,Ultrasound,18761.0,Spa Nursing Home,Kiambu,2026-03-16,2.29,0.95,0.5852,False,
ME-00019,Ultrasound,18761.0,Spa Nursing Home,Kiambu,2026-03-23,0.0,0.0,0.0,False,
ME-00019,Ultrasound,18761.0,Spa Nursing Home,Kiambu,2026-03-30,0.23,1.99,-7.6522,False,
ME-00020,Anesthesia,25454.0,Mediforte Hospital Limited,Kisii,2025-12-29,1.81,1.54,0.1492,True,"Usage-reporting discrepancy modeled on the 2026 national MES dialysis audit finding: machine usage counters showed materially more work performed than hospitals' paper registers recorded, by more than 30% in some cases."
ME-00020,Anesthesia,25454.0,Mediforte Hospital Limited,Kisii,2026-01-05,1.76,1.45,0.1761,True,"Usage-reporting discrepancy modeled on the 2026 national MES dialysis audit finding: machine usage counters showed materially more work performed than hospitals' paper registers recorded, by more than 30% in some cases."
ME-00020,Anesthesia,25454.0,Mediforte Hospital Limited,Kisii,2026-01-12,2.88,2.19,0.2396,True,"Usage-reporting discrepancy modeled on the 2026 national MES dialysis audit finding: machine usage counters showed materially more work performed than hospitals' paper registers recorded, by more than 30% in some cases."
ME-00020,Anesthesia,25454.0,Mediforte Hospital Limited,Kisii,2026-01-19,0.0,0.0,0.0,True,"Usage-reporting discrepancy modeled on the 2026 national MES dialysis audit finding: machine usage counters showed materially more work performed than hospitals' paper registers recorded, by more than 30% in some cases."
ME-00020,Anesthesia,25454.0,Mediforte Hospital Limited,Kisii,2026-01-26,0.0,0.0,0.0,True,"Usage-reporting discrepancy modeled on the 2026 national MES dialysis audit finding: machine usage counters showed materially more work performed than hospitals' paper registers recorded, by more than 30% in some cases."
ME-00020,Anesthesia,25454.0,Mediforte Hospital Limited,Kisii,2026-02-02,7.16,5.94,0.1704,True,"Usage-reporting discrepancy modeled on the 2026 national MES dialysis audit finding: machine usage counters showed materially more work performed than hospitals' paper registers recorded, by more than 30% in some cases."
ME-00020,Anesthesia,25454.0,Mediforte Hospital Limited,Kisii,2026-02-09,0.19,0.16,0.1579,True,"Usage-reporting discrepancy modeled on the 2026 national MES dialysis audit finding: machine usage counters showed materially more work performed than hospitals' paper registers recorded, by more than 30% in some cases."
ME-00020,Anesthesia,25454.0,Mediforte Hospital Limited,Kisii,2026-02-16,0.0,0.0,0.0,True,"Usage-reporting discrepancy modeled on the 2026 national MES dialysis audit finding: machine usage counters showed materially more work performed than hospitals' paper registers recorded, by more than 30% in some cases."
ME-00020,Anesthesia,25454.0,Mediforte Hospital Limited,Kisii,2026-02-23,9.31,7.91,0.1504,True,"Usage-reporting discrepancy modeled on the 2026 national MES dialysis audit finding: machine usage counters showed materially more work performed than hospitals' paper registers recorded, by more than 30% in some cases."
ME-00020,Anesthesia,25454.0,Mediforte Hospital Limited,Kisii,2026-03-02,6.54,5.66,0.1346,True,"Usage-reporting discrepancy modeled on the 2026 national MES dialysis audit finding: machine usage counters showed materially more work performed than hospitals' paper registers recorded, by more than 30% in some cases."
ME-00020,Anesthesia,25454.0,Mediforte Hospital Limited,Kisii,2026-03-09,0.0,0.0,0.0,True,"Usage-reporting discrepancy modeled on the 2026 national MES dialysis audit finding: machine usage counters showed materially more work performed than hospitals' paper registers recorded, by more than 30% in some cases."
ME-00020,Anesthesia,25454.0,Mediforte Hospital Limited,Kisii,2026-03-16,13.99,11.64,0.168,True,"Usage-reporting discrepancy modeled on the 2026 national MES dialysis audit finding: machine usage counters showed materially more work performed than hospitals' paper registers recorded, by more than 30% in some cases."
ME-00020,Anesthesia,25454.0,Mediforte Hospital Limited,Kisii,2026-03-23,0.0,0.0,0.0,True,"Usage-reporting discrepancy modeled on the 2026 national MES dialysis audit finding: machine usage counters showed materially more work performed than hospitals' paper registers recorded, by more than 30% in some cases."
ME-00020,Anesthesia,25454.0,Mediforte Hospital Limited,Kisii,2026-03-30,0.0,0.0,0.0,True,"Usage-reporting discrepancy modeled on the 2026 national MES dialysis audit finding: machine usage counters showed materially more work performed than hospitals' paper registers recorded, by more than 30% in some cases."
ME-00021,Hemodialysis,14139.0,Tabaka Mission Hospital,Kisii,2025-12-29,1.14,1.01,0.114,True,"Usage-reporting discrepancy modeled on the 2026 national MES dialysis audit finding: machine usage counters showed materially more work performed than hospitals' paper registers recorded, by more than 30% in some cases. Maintenance-neglect-to-breakdown pattern modeled on the 2025 Kenyatta National Hospital radiotherapy machine failure that disrupted national oncology services."
ME-00021,Hemodialysis,14139.0,Tabaka Mission Hospital,Kisii,2026-01-05,3.18,2.69,0.1541,True,"Usage-reporting discrepancy modeled on the 2026 national MES dialysis audit finding: machine usage counters showed materially more work performed than hospitals' paper registers recorded, by more than 30% in some cases. Maintenance-neglect-to-breakdown pattern modeled on the 2025 Kenyatta National Hospital radiotherapy machine failure that disrupted national oncology services."
ME-00021,Hemodialysis,14139.0,Tabaka Mission Hospital,Kisii,2026-01-12,1.32,1.2,0.0909,True,"Usage-reporting discrepancy modeled on the 2026 national MES dialysis audit finding: machine usage counters showed materially more work performed than hospitals' paper registers recorded, by more than 30% in some cases. Maintenance-neglect-to-breakdown pattern modeled on the 2025 Kenyatta National Hospital radiotherapy machine failure that disrupted national oncology services."
ME-00021,Hemodialysis,14139.0,Tabaka Mission Hospital,Kisii,2026-01-19,5.46,4.6,0.1575,True,"Usage-reporting discrepancy modeled on the 2026 national MES dialysis audit finding: machine usage counters showed materially more work performed than hospitals' paper registers recorded, by more than 30% in some cases. Maintenance-neglect-to-breakdown pattern modeled on the 2025 Kenyatta National Hospital radiotherapy machine failure that disrupted national oncology services."
ME-00021,Hemodialysis,14139.0,Tabaka Mission Hospital,Kisii,2026-01-26,0.0,0.0,0.0,True,"Usage-reporting discrepancy modeled on the 2026 national MES dialysis audit finding: machine usage counters showed materially more work performed than hospitals' paper registers recorded, by more than 30% in some cases. Maintenance-neglect-to-breakdown pattern modeled on the 2025 Kenyatta National Hospital radiotherapy machine failure that disrupted national oncology services."
ME-00021,Hemodialysis,14139.0,Tabaka Mission Hospital,Kisii,2026-02-02,5.25,4.75,0.0952,True,"Usage-reporting discrepancy modeled on the 2026 national MES dialysis audit finding: machine usage counters showed materially more work performed than hospitals' paper registers recorded, by more than 30% in some cases. Maintenance-neglect-to-breakdown pattern modeled on the 2025 Kenyatta National Hospital radiotherapy machine failure that disrupted national oncology services."
ME-00021,Hemodialysis,14139.0,Tabaka Mission Hospital,Kisii,2026-02-09,0.0,0.0,0.0,True,"Usage-reporting discrepancy modeled on the 2026 national MES dialysis audit finding: machine usage counters showed materially more work performed than hospitals' paper registers recorded, by more than 30% in some cases. Maintenance-neglect-to-breakdown pattern modeled on the 2025 Kenyatta National Hospital radiotherapy machine failure that disrupted national oncology services."
ME-00021,Hemodialysis,14139.0,Tabaka Mission Hospital,Kisii,2026-02-16,0.42,0.4,0.0476,True,"Usage-reporting discrepancy modeled on the 2026 national MES dialysis audit finding: machine usage counters showed materially more work performed than hospitals' paper registers recorded, by more than 30% in some cases. Maintenance-neglect-to-breakdown pattern modeled on the 2025 Kenyatta National Hospital radiotherapy machine failure that disrupted national oncology services."
ME-00021,Hemodialysis,14139.0,Tabaka Mission Hospital,Kisii,2026-02-23,0.0,0.0,0.0,True,"Usage-reporting discrepancy modeled on the 2026 national MES dialysis audit finding: machine usage counters showed materially more work performed than hospitals' paper registers recorded, by more than 30% in some cases. Maintenance-neglect-to-breakdown pattern modeled on the 2025 Kenyatta National Hospital radiotherapy machine failure that disrupted national oncology services."
ME-00021,Hemodialysis,14139.0,Tabaka Mission Hospital,Kisii,2026-03-02,19.02,17.1,0.1009,True,"Usage-reporting discrepancy modeled on the 2026 national MES dialysis audit finding: machine usage counters showed materially more work performed than hospitals' paper registers recorded, by more than 30% in some cases. Maintenance-neglect-to-breakdown pattern modeled on the 2025 Kenyatta National Hospital radiotherapy machine failure that disrupted national oncology services."
ME-00021,Hemodialysis,14139.0,Tabaka Mission Hospital,Kisii,2026-03-09,0.0,0.0,0.0,True,"Usage-reporting discrepancy modeled on the 2026 national MES dialysis audit finding: machine usage counters showed materially more work performed than hospitals' paper registers recorded, by more than 30% in some cases. Maintenance-neglect-to-breakdown pattern modeled on the 2025 Kenyatta National Hospital radiotherapy machine failure that disrupted national oncology services."
ME-00021,Hemodialysis,14139.0,Tabaka Mission Hospital,Kisii,2026-03-16,0.0,0.0,0.0,True,"Usage-reporting discrepancy modeled on the 2026 national MES dialysis audit finding: machine usage counters showed materially more work performed than hospitals' paper registers recorded, by more than 30% in some cases. Maintenance-neglect-to-breakdown pattern modeled on the 2025 Kenyatta National Hospital radiotherapy machine failure that disrupted national oncology services."
ME-00021,Hemodialysis,14139.0,Tabaka Mission Hospital,Kisii,2026-03-23,0.31,0.24,0.2258,True,"Usage-reporting discrepancy modeled on the 2026 national MES dialysis audit finding: machine usage counters showed materially more work performed than hospitals' paper registers recorded, by more than 30% in some cases. Maintenance-neglect-to-breakdown pattern modeled on the 2025 Kenyatta National Hospital radiotherapy machine failure that disrupted national oncology services."
ME-00021,Hemodialysis,14139.0,Tabaka Mission Hospital,Kisii,2026-03-30,0.0,0.0,0.0,True,"Usage-reporting discrepancy modeled on the 2026 national MES dialysis audit finding: machine usage counters showed materially more work performed than hospitals' paper registers recorded, by more than 30% in some cases. Maintenance-neglect-to-breakdown pattern modeled on the 2025 Kenyatta National Hospital radiotherapy machine failure that disrupted national oncology services."
ME-00022,Anesthesia,23542.0,St.Marys Mother & Child Hospital (Kiambu Town ),Kiambu,2025-12-29,0.92,1.9,-1.0652,False,
ME-00022,Anesthesia,23542.0,St.Marys Mother & Child Hospital (Kiambu Town ),Kiambu,2026-01-05,2.87,2.41,0.1603,False,
ME-00022,Anesthesia,23542.0,St.Marys Mother & Child Hospital (Kiambu Town ),Kiambu,2026-01-12,2.56,0.74,0.7109,False,
ME-00022,Anesthesia,23542.0,St.Marys Mother & Child Hospital (Kiambu Town ),Kiambu,2026-01-19,3.59,4.18,-0.1643,False,
ME-00022,Anesthesia,23542.0,St.Marys Mother & Child Hospital (Kiambu Town ),Kiambu,2026-01-26,2.44,3.81,-0.5615,False,
ME-00022,Anesthesia,23542.0,St.Marys Mother & Child Hospital (Kiambu Town ),Kiambu,2026-02-02,0.0,0.0,0.0,False,
ME-00022,Anesthesia,23542.0,St.Marys Mother & Child Hospital (Kiambu Town ),Kiambu,2026-02-09,0.0,1.0,0.0,False,
ME-00022,Anesthesia,23542.0,St.Marys Mother & Child Hospital (Kiambu Town ),Kiambu,2026-02-16,0.0,0.0,0.0,False,
ME-00022,Anesthesia,23542.0,St.Marys Mother & Child Hospital (Kiambu Town ),Kiambu,2026-02-23,0.0,1.05,0.0,False,
ME-00022,Anesthesia,23542.0,St.Marys Mother & Child Hospital (Kiambu Town ),Kiambu,2026-03-02,0.0,0.02,0.0,False,
ME-00022,Anesthesia,23542.0,St.Marys Mother & Child Hospital (Kiambu Town ),Kiambu,2026-03-09,0.0,0.0,0.0,False,
ME-00022,Anesthesia,23542.0,St.Marys Mother & Child Hospital (Kiambu Town ),Kiambu,2026-03-16,0.0,0.74,0.0,False,
ME-00022,Anesthesia,23542.0,St.Marys Mother & Child Hospital (Kiambu Town ),Kiambu,2026-03-23,0.0,0.67,0.0,False,
ME-00022,Anesthesia,23542.0,St.Marys Mother & Child Hospital (Kiambu Town ),Kiambu,2026-03-30,9.92,10.09,-0.0171,False,
ME-00023,Hemodialysis,13380.0,Khorof Harar Sub-District Hospital,Wajir,2025-12-29,1.49,1.09,0.2685,True,"Usage-reporting discrepancy modeled on the 2026 national MES dialysis audit finding: machine usage counters showed materially more work performed than hospitals' paper registers recorded, by more than 30% in some cases."
ME-00023,Hemodialysis,13380.0,Khorof Harar Sub-District Hospital,Wajir,2026-01-05,0.0,0.0,0.0,True,"Usage-reporting discrepancy modeled on the 2026 national MES dialysis audit finding: machine usage counters showed materially more work performed than hospitals' paper registers recorded, by more than 30% in some cases."
ME-00023,Hemodialysis,13380.0,Khorof Harar Sub-District Hospital,Wajir,2026-01-12,5.24,3.39,0.3531,True,"Usage-reporting discrepancy modeled on the 2026 national MES dialysis audit finding: machine usage counters showed materially more work performed than hospitals' paper registers recorded, by more than 30% in some cases."
ME-00023,Hemodialysis,13380.0,Khorof Harar Sub-District Hospital,Wajir,2026-01-19,0.0,0.0,0.0,True,"Usage-reporting discrepancy modeled on the 2026 national MES dialysis audit finding: machine usage counters showed materially more work performed than hospitals' paper registers recorded, by more than 30% in some cases."
ME-00023,Hemodialysis,13380.0,Khorof Harar Sub-District Hospital,Wajir,2026-01-26,2.3,1.33,0.4217,True,"Usage-reporting discrepancy modeled on the 2026 national MES dialysis audit finding: machine usage counters showed materially more work performed than hospitals' paper registers recorded, by more than 30% in some cases."
ME-00023,Hemodialysis,13380.0,Khorof Harar Sub-District Hospital,Wajir,2026-02-02,5.97,3.79,0.3652,True,"Usage-reporting discrepancy modeled on the 2026 national MES dialysis audit finding: machine usage counters showed materially more work performed than hospitals' paper registers recorded, by more than 30% in some cases."
ME-00023,Hemodialysis,13380.0,Khorof Harar Sub-District Hospital,Wajir,2026-02-09,0.96,0.58,0.3958,True,"Usage-reporting discrepancy modeled on the 2026 national MES dialysis audit finding: machine usage counters showed materially more work performed than hospitals' paper registers recorded, by more than 30% in some cases."
ME-00023,Hemodialysis,13380.0,Khorof Harar Sub-District Hospital,Wajir,2026-02-16,2.89,1.94,0.3287,True,"Usage-reporting discrepancy modeled on the 2026 national MES dialysis audit finding: machine usage counters showed materially more work performed than hospitals' paper registers recorded, by more than 30% in some cases."
ME-00023,Hemodialysis,13380.0,Khorof Harar Sub-District Hospital,Wajir,2026-02-23,1.29,0.93,0.2791,True,"Usage-reporting discrepancy modeled on the 2026 national MES dialysis audit finding: machine usage counters showed materially more work performed than hospitals' paper registers recorded, by more than 30% in some cases."
ME-00023,Hemodialysis,13380.0,Khorof Harar Sub-District Hospital,Wajir,2026-03-02,0.0,0.0,0.0,True,"Usage-reporting discrepancy modeled on the 2026 national MES dialysis audit finding: machine usage counters showed materially more work performed than hospitals' paper registers recorded, by more than 30% in some cases."
ME-00023,Hemodialysis,13380.0,Khorof Harar Sub-District Hospital,Wajir,2026-03-09,13.9,8.29,0.4036,True,"Usage-reporting discrepancy modeled on the 2026 national MES dialysis audit finding: machine usage counters showed materially more work performed than hospitals' paper registers recorded, by more than 30% in some cases."
ME-00023,Hemodialysis,13380.0,Khorof Harar Sub-District Hospital,Wajir,2026-03-16,16.63,10.28,0.3818,True,"Usage-reporting discrepancy modeled on the 2026 national MES dialysis audit finding: machine usage counters showed materially more work performed than hospitals' paper registers recorded, by more than 30% in some cases."
ME-00023,Hemodialysis,13380.0,Khorof Harar Sub-District Hospital,Wajir,2026-03-23,3.81,2.3,0.3963,True,"Usage-reporting discrepancy modeled on the 2026 national MES dialysis audit finding: machine usage counters showed materially more work performed than hospitals' paper registers recorded, by more than 30% in some cases."
ME-00023,Hemodialysis,13380.0,Khorof Harar Sub-District Hospital,Wajir,2026-03-30,10.14,6.98,0.3116,True,"Usage-reporting discrepancy modeled on the 2026 national MES dialysis audit finding: machine usage counters showed materially more work performed than hospitals' paper registers recorded, by more than 30% in some cases."
ME-00024,X-Ray,14088.0,Simba Opepo Health Centre,Kisumu,2025-12-29,1.15,0.68,0.4087,True,"Usage-reporting discrepancy modeled on the 2026 national MES dialysis audit finding: machine usage counters showed materially more work performed than hospitals' paper registers recorded, by more than 30% in some cases."
ME-00024,X-Ray,14088.0,Simba Opepo Health Centre,Kisumu,2026-01-05,1.81,1.14,0.3702,True,"Usage-reporting discrepancy modeled on the 2026 national MES dialysis audit finding: machine usage counters showed materially more work performed than hospitals' paper registers recorded, by more than 30% in some cases."
ME-00024,X-Ray,14088.0,Simba Opepo Health Centre,Kisumu,2026-01-12,0.82,0.54,0.3415,True,"Usage-reporting discrepancy modeled on the 2026 national MES dialysis audit finding: machine usage counters showed materially more work performed than hospitals' paper registers recorded, by more than 30% in some cases."
ME-00024,X-Ray,14088.0,Simba Opepo Health Centre,Kisumu,2026-01-19,0.0,0.0,0.0,True,"Usage-reporting discrepancy modeled on the 2026 national MES dialysis audit finding: machine usage counters showed materially more work performed than hospitals' paper registers recorded, by more than 30% in some cases."
ME-00024,X-Ray,14088.0,Simba Opepo Health Centre,Kisumu,2026-01-26,3.83,2.17,0.4334,True,"Usage-reporting discrepancy modeled on the 2026 national MES dialysis audit finding: machine usage counters showed materially more work performed than hospitals' paper registers recorded, by more than 30% in some cases."
ME-00024,X-Ray,14088.0,Simba Opepo Health Centre,Kisumu,2026-02-02,3.92,2.49,0.3648,True,"Usage-reporting discrepancy modeled on the 2026 national MES dialysis audit finding: machine usage counters showed materially more work performed than hospitals' paper registers recorded, by more than 30% in some cases."
ME-00024,X-Ray,14088.0,Simba Opepo Health Centre,Kisumu,2026-02-09,0.0,0.0,0.0,True,"Usage-reporting discrepancy modeled on the 2026 national MES dialysis audit finding: machine usage counters showed materially more work performed than hospitals' paper registers recorded, by more than 30% in some cases."
ME-00024,X-Ray,14088.0,Simba Opepo Health Centre,Kisumu,2026-02-16,4.88,2.8,0.4262,True,"Usage-reporting discrepancy modeled on the 2026 national MES dialysis audit finding: machine usage counters showed materially more work performed than hospitals' paper registers recorded, by more than 30% in some cases."
ME-00024,X-Ray,14088.0,Simba Opepo Health Centre,Kisumu,2026-02-23,0.0,0.0,0.0,True,"Usage-reporting discrepancy modeled on the 2026 national MES dialysis audit finding: machine usage counters showed materially more work performed than hospitals' paper registers recorded, by more than 30% in some cases."
ME-00024,X-Ray,14088.0,Simba Opepo Health Centre,Kisumu,2026-03-02,0.0,0.0,0.0,True,"Usage-reporting discrepancy modeled on the 2026 national MES dialysis audit finding: machine usage counters showed materially more work performed than hospitals' paper registers recorded, by more than 30% in some cases."
ME-00024,X-Ray,14088.0,Simba Opepo Health Centre,Kisumu,2026-03-09,5.48,3.25,0.4069,True,"Usage-reporting discrepancy modeled on the 2026 national MES dialysis audit finding: machine usage counters showed materially more work performed than hospitals' paper registers recorded, by more than 30% in some cases."
ME-00024,X-Ray,14088.0,Simba Opepo Health Centre,Kisumu,2026-03-16,0.0,0.0,0.0,True,"Usage-reporting discrepancy modeled on the 2026 national MES dialysis audit finding: machine usage counters showed materially more work performed than hospitals' paper registers recorded, by more than 30% in some cases."
ME-00024,X-Ray,14088.0,Simba Opepo Health Centre,Kisumu,2026-03-23,0.0,0.0,0.0,True,"Usage-reporting discrepancy modeled on the 2026 national MES dialysis audit finding: machine usage counters showed materially more work performed than hospitals' paper registers recorded, by more than 30% in some cases."
ME-00024,X-Ray,14088.0,Simba Opepo Health Centre,Kisumu,2026-03-30,0.0,0.0,0.0,True,"Usage-reporting discrepancy modeled on the 2026 national MES dialysis audit finding: machine usage counters showed materially more work performed than hospitals' paper registers recorded, by more than 30% in some cases."
ME-00025,X-Ray,22190.0,Kilusi Health Centre,Homa Bay,2025-12-29,1.5,2.15,-0.4333,False,
ME-00025,X-Ray,22190.0,Kilusi Health Centre,Homa Bay,2026-01-05,1.18,2.02,-0.7119,False,
ME-00025,X-Ray,22190.0,Kilusi Health Centre,Homa Bay,2026-01-12,1.02,0.35,0.6569,False,
ME-00025,X-Ray,22190.0,Kilusi Health Centre,Homa Bay,2026-01-19,0.0,0.71,0.0,False,
ME-00025,X-Ray,22190.0,Kilusi Health Centre,Homa Bay,2026-01-26,11.23,10.98,0.0223,False,
ME-00025,X-Ray,22190.0,Kilusi Health Centre,Homa Bay,2026-02-02,4.35,5.47,-0.2575,False,
ME-00025,X-Ray,22190.0,Kilusi Health Centre,Homa Bay,2026-02-09,0.0,0.0,0.0,False,
ME-00025,X-Ray,22190.0,Kilusi Health Centre,Homa Bay,2026-02-16,0.0,0.0,0.0,False,
ME-00025,X-Ray,22190.0,Kilusi Health Centre,Homa Bay,2026-02-23,0.0,0.0,0.0,False,
ME-00025,X-Ray,22190.0,Kilusi Health Centre,Homa Bay,2026-03-02,4.54,4.02,0.1145,False,
ME-00025,X-Ray,22190.0,Kilusi Health Centre,Homa Bay,2026-03-09,5.96,5.68,0.047,False,
ME-00025,X-Ray,22190.0,Kilusi Health Centre,Homa Bay,2026-03-16,0.52,0.39,0.25,False,
ME-00025,X-Ray,22190.0,Kilusi Health Centre,Homa Bay,2026-03-23,1.7,0.62,0.6353,False,
ME-00025,X-Ray,22190.0,Kilusi Health Centre,Homa Bay,2026-03-30,0.0,0.47,0.0,False,
ME-00026,X-Ray,13461.0,Abidha Health Centre,Siaya,2025-12-29,0.39,0.22,0.4359,False,
ME-00026,X-Ray,13461.0,Abidha Health Centre,Siaya,2026-01-05,0.5,0.07,0.86,False,
ME-00026,X-Ray,13461.0,Abidha Health Centre,Siaya,2026-01-12,0.0,0.0,0.0,False,
ME-00026,X-Ray,13461.0,Abidha Health Centre,Siaya,2026-01-19,0.0,0.3,0.0,False,
ME-00026,X-Ray,13461.0,Abidha Health Centre,Siaya,2026-01-26,1.76,3.0,-0.7045,False,
ME-00026,X-Ray,13461.0,Abidha Health Centre,Siaya,2026-02-02,3.16,1.2,0.6203,False,
ME-00026,X-Ray,13461.0,Abidha Health Centre,Siaya,2026-02-09,4.2,5.1,-0.2143,False,
ME-00026,X-Ray,13461.0,Abidha Health Centre,Siaya,2026-02-16,0.0,0.0,0.0,False,
ME-00026,X-Ray,13461.0,Abidha Health Centre,Siaya,2026-02-23,4.06,5.48,-0.3498,False,
ME-00026,X-Ray,13461.0,Abidha Health Centre,Siaya,2026-03-02,0.0,0.0,0.0,False,
ME-00026,X-Ray,13461.0,Abidha Health Centre,Siaya,2026-03-09,2.53,3.67,-0.4506,False,
ME-00026,X-Ray,13461.0,Abidha Health Centre,Siaya,2026-03-16,0.0,0.0,0.0,False,
ME-00026,X-Ray,13461.0,Abidha Health Centre,Siaya,2026-03-23,2.2,1.38,0.3727,False,
ME-00026,X-Ray,13461.0,Abidha Health Centre,Siaya,2026-03-30,0.0,0.0,0.0,False,
ME-00027,Ultrasound,25723.0,Mimosa Cottage Hospital,Nairobi,2025-12-29,0.96,0.76,0.2083,True,"Usage-reporting discrepancy modeled on the 2026 national MES dialysis audit finding: machine usage counters showed materially more work performed than hospitals' paper registers recorded, by more than 30% in some cases. Maintenance-neglect-to-breakdown pattern modeled on the MES 125-hospital equipment-halt case, where machines across facilities ground to a halt due to lack of maintenance."
ME-00027,Ultrasound,25723.0,Mimosa Cottage Hospital,Nairobi,2026-01-05,1.42,1.21,0.1479,True,"Usage-reporting discrepancy modeled on the 2026 national MES dialysis audit finding: machine usage counters showed materially more work performed than hospitals' paper registers recorded, by more than 30% in some cases. Maintenance-neglect-to-breakdown pattern modeled on the MES 125-hospital equipment-halt case, where machines across facilities ground to a halt due to lack of maintenance."
ME-00027,Ultrasound,25723.0,Mimosa Cottage Hospital,Nairobi,2026-01-12,6.28,5.13,0.1831,True,"Usage-reporting discrepancy modeled on the 2026 national MES dialysis audit finding: machine usage counters showed materially more work performed than hospitals' paper registers recorded, by more than 30% in some cases. Maintenance-neglect-to-breakdown pattern modeled on the MES 125-hospital equipment-halt case, where machines across facilities ground to a halt due to lack of maintenance."
ME-00027,Ultrasound,25723.0,Mimosa Cottage Hospital,Nairobi,2026-01-19,0.0,0.0,0.0,True,"Usage-reporting discrepancy modeled on the 2026 national MES dialysis audit finding: machine usage counters showed materially more work performed than hospitals' paper registers recorded, by more than 30% in some cases. Maintenance-neglect-to-breakdown pattern modeled on the MES 125-hospital equipment-halt case, where machines across facilities ground to a halt due to lack of maintenance."
ME-00027,Ultrasound,25723.0,Mimosa Cottage Hospital,Nairobi,2026-01-26,2.21,1.74,0.2127,True,"Usage-reporting discrepancy modeled on the 2026 national MES dialysis audit finding: machine usage counters showed materially more work performed than hospitals' paper registers recorded, by more than 30% in some cases. Maintenance-neglect-to-breakdown pattern modeled on the MES 125-hospital equipment-halt case, where machines across facilities ground to a halt due to lack of maintenance."
ME-00027,Ultrasound,25723.0,Mimosa Cottage Hospital,Nairobi,2026-02-02,6.51,5.04,0.2258,True,"Usage-reporting discrepancy modeled on the 2026 national MES dialysis audit finding: machine usage counters showed materially more work performed than hospitals' paper registers recorded, by more than 30% in some cases. Maintenance-neglect-to-breakdown pattern modeled on the MES 125-hospital equipment-halt case, where machines across facilities ground to a halt due to lack of maintenance."
ME-00027,Ultrasound,25723.0,Mimosa Cottage Hospital,Nairobi,2026-02-09,0.0,0.0,0.0,True,"Usage-reporting discrepancy modeled on the 2026 national MES dialysis audit finding: machine usage counters showed materially more work performed than hospitals' paper registers recorded, by more than 30% in some cases. Maintenance-neglect-to-breakdown pattern modeled on the MES 125-hospital equipment-halt case, where machines across facilities ground to a halt due to lack of maintenance."
ME-00027,Ultrasound,25723.0,Mimosa Cottage Hospital,Nairobi,2026-02-16,6.57,5.57,0.1522,True,"Usage-reporting discrepancy modeled on the 2026 national MES dialysis audit finding: machine usage counters showed materially more work performed than hospitals' paper registers recorded, by more than 30% in some cases. Maintenance-neglect-to-breakdown pattern modeled on the MES 125-hospital equipment-halt case, where machines across facilities ground to a halt due to lack of maintenance."
ME-00027,Ultrasound,25723.0,Mimosa Cottage Hospital,Nairobi,2026-02-23,4.38,3.48,0.2055,True,"Usage-reporting discrepancy modeled on the 2026 national MES dialysis audit finding: machine usage counters showed materially more work performed than hospitals' paper registers recorded, by more than 30% in some cases. Maintenance-neglect-to-breakdown pattern modeled on the MES 125-hospital equipment-halt case, where machines across facilities ground to a halt due to lack of maintenance."
ME-00027,Ultrasound,25723.0,Mimosa Cottage Hospital,Nairobi,2026-03-02,24.62,20.31,0.1751,True,"Usage-reporting discrepancy modeled on the 2026 national MES dialysis audit finding: machine usage counters showed materially more work performed than hospitals' paper registers recorded, by more than 30% in some cases. Maintenance-neglect-to-breakdown pattern modeled on the MES 125-hospital equipment-halt case, where machines across facilities ground to a halt due to lack of maintenance."
